,sentence,label
4112,"
https://tools.google.com/dlpage/gaoptout?hl=de
Google Adwords",None
4113,"
",None
4114,"Google AdWords und das im Rahmen von Google AdWords angebotene Conversion-Tracking wird
von Google Inc., 1600 Amphitheatre Parkway, Mountain View, CA 94043, USA (""Google""),
bereitgestellt.",None
4115,"Wenn Sie auf eine von Google geschaltete Anzeige klicken, wird ein Cookie für das
Seite 18 von 26
Conversion-Tracking auf Ihrem Rechner abgelegt.",None
4116,"Diese Cookies verlieren nach 30 Tagen ihre
Gültigkeit, enthalten keine personenbezogenen Daten und dienen somit nicht der persönlichen
Identifizierung.",None
4117,Weitere Informationen finden sie hier:,None
4118,"
",None
4119,"https://policies.google.com/technologies/ads und https://policies.google.com/privacy?gl=de
",None
4120,"Sie können der Erhebung bzw. Auswertung Ihrer Daten durch dieses Tool widersprechen, indem
Sie die Installation der Cookies durch eine entsprechende Einstellung Ihrer Browser-Software
verhindern (Deaktivierungsmöglichkeit).",None
4121,"
Tealium",None
4122,"
",None
4123,"Tealium wird von Mindspace, Viktualienmarkt 8, 80331 München, Deutschland, bereitgestellt.",None
4124,"
",None
4125,Weitere Informationen finden sie hier:,None
4126,"https://tealium.com/privacy/. Sie können der Erhebung
bzw. Auswertung Ihrer Daten durch dieses Tool widersprechen, indem Sie die Installation der
Cookies durch eine entsprechende Einstellung Ihrer Browser-Software verhindern
(Deaktivierungsmöglichkeit).",None
4127,"
",None
4128,"mouseflow
mouseflow wird von der Mouseflow ApS, Flaesketorvet 68, 1711 Kopenhagen, Dänemark,
bereitgestellt.",None
4129,"Sie können der Erhebung bzw. Auswertung Ihrer Daten durch dieses Tool
widersprechen, indem Sie die Opt-Out-Möglichkeit unter folgendem Link
nutzen:",None
4130,"https://mouseflow.de/opt-out/.
Optimizely Fullstack
",None
4131,"Optimizely wird von Optimizely GmbH, Spichernstrasse 6, 50672 Köln, Deutschland,
bereitgestellt.",None
4132,"Sie können der Erhebung bzw. Auswertung Ihrer Daten durch dieses Tool
widersprechen, indem Sie die Opt-Out-Möglichkeit unter folgendem Link nutzen:",None
4133,"
",None
4134,"https://www.optimizely.com/de/opt_out/.
",None
4135,"2. Erfassung und Auswertung von Nutzungsverhalten für interessenbasierte Werbung
(auch durch Dritte)
",None
4136,"Wir möchten unseren Nutzern in diesem Online-Angebot auf ihre Interessen
zugeschnittene Werbung bzw. besondere Angebote präsentieren („interessenbasierte
Werbung“) und die Häufigkeit der Anzeige bestimmter Werbung begrenzen.",None
4137,"
",None
4138,"Die von den Tools mithilfe von Marketing Cookies erstellten Nutzungsprofile werden
nicht mit personenbezogenen Daten zusammengeführt.",None
4139,"Die Tools verarbeiten IPAdressen der Nutzer entweder überhaupt nicht oder kürzen diese sofort nach der
Erhebung.",None
4140,"
",None
4141,"Die Anbieter der Tools geben Informationen zu den vorstehend benannten Zwecken ggf.
auch an Dritte weiter.",None
4142,"
Seite 19 von 26
",None
4143,"Sie können die Bildung von Nutzungsprofilen für interessenbasierte Werbung
unterbinden, indem Sie in unserer Consent Management Platform („CMP“) keine
Einwilligung in die Verwendung von Marketing Cookies erteilen oder diese widerrufen.",None
4144,"
",None
4145,"Bitte beachten Sie, dass Sie hiermit nicht die Werbung abschalten.",None
4146,"Wenn Sie keine
Marketing Cookies zulassen, führt dies nur dazu, dass Ihnen keine auf Ihr
Nutzungsverhalten gestützte interessenbasierte Werbung angezeigt werden kann.",None
4147,"Sie
finden in der CMP auch weitere Informationen zu den Anbietern der eingesetzten Tools.",None
4148,"
",None
4149,Sie erreichen die CMP hier:,None
4150,"
https://www.verivox.de/company/agb/#uc-central-modal-show
",None
4151,"3. Liste der verwendeten Tools
The ADEX",None
4152,"
",None
4153,verivox.de nutzt die Dienste der The ADEX GmbH (ADEX).,None
4154,"Sie ist ein in Deutschland, Torstraße
19, 10119 Berlin, ansässiges Unternehmen.",None
4155,"ADEX bietet Technologien an, Werbung für den
",None
4156,"Nutzer anhand seiner individuellen Interessen basierend auf dem Nutzungsverhalten auf
Webseiten optimal zu platzieren und auszusteuern sowie deren prozentualen Anteil an der sog.
""Conversion"", dem Weg von der ersten Werbung bis hin zum finalen Kauf, messbar zu machen.",None
4157,"
Dazu werden Cookies, Web Beacons oder ähnliche Technologien verwendet.",None
4158,"Die erhobenen
Nutzungsdaten werden unter einem Pseudonym gespeichert.",None
4159,"Diesem Pseudonym werden
Informationen über die User-Aktivitäten auf unseren Websites, Services, Anwendungen und
Tools (z.B. geklickte Werbebanner, besuchte Unterseiten, gestellte Suchanfragen etc.)
zugeordnet.",None
4160,"
",None
4161,"Die übermittelte IP-Adresse eines User-Gerätes wird vollständig anonymisiert und zur Bildung
von Haushaltsnetzwerken verwendet.",None
4162,"In Haushaltsnetzwerken können die mit dem Internet
verbundenen Geräte, wie Computer, Telefone, Connected TVs und andere, erkannt und die
jeweils erhobenen Nutzungsdaten von Webseiten über die verschiedenen Geräte hinweg
kombiniert werden.",None
4163,"Mit den gewonnenen Informationen können weder personenbezogene
Daten noch ein konkreter Aufenthaltsort eines Nutzers ermittelt werden.",None
4164,"Eine persönliche
Identifikation des Users ist damit ausgeschlossen.",None
4165,"
",None
4166,Weitere Informationen zum Datenschutz bei ADEX erhalten Sie unter:,None
4167,"
",None
4168,https://www.theadex.com/privacy-opt-out/.,None
4169,"Soweit der User keine nutzungsbasierten
Werbeeinblendungen mehr erhalten und die weitere Erhebung von Nutzungsdaten unterbinden
möchte, kann er den folgenden Opt-Out-Link nutzen:",None
4170,"https://dmp.theadex.com/donttrack/.
Adition
",None
4171,"Wir benutzen auf Tarife.de Dienste der ADITION technologies AG, Oststraße 55, 40211
Düsseldorf, Deutschland.",None
4172,"Dieser Anbieter sammelt und speichert Daten zu Marketing- und
Optimierungszwecken.",None
4173,"Adition speichert durch das Setzen von Cookies keine
personenbezogenen Daten.",None
4174,"Alle Informationen enthalten lediglich technische Informationen wie
beispielsweise den benutzten Browser oder das installierte Betriebssystem.",None
4175,"
",None
4176,"Die übermittelte IP-Adresse eines User-Gerätes wird vollständig anonymisiert und zur Bildung
von Haushaltsnetzwerken verwendet.",None
4177,"In Haushaltsnetzwerken können die mit dem Internet
verbundenen Geräte, wie Computer, Telefone, Connected TVs und andere, erkannt und die
jeweils erhobenen Nutzungsdaten von Webseiten über die verschiedenen Geräte hinweg
kombiniert werden.",None
4178,"Mit den gewonnenen Informationen können weder personenbezogene
Daten noch ein konkreter Aufenthaltsort eines Nutzers ermittelt werden.",None
4179,"Eine persönliche
Identifikation des Users ist damit ausgeschlossen.",None
4180,"
Seite 20 von 26
",None
4181,Weitere Informationen zu diesem Tool finden Sie hier:,None
4182,"https://www.adition.com/. Sie können
der Erhebung bzw. Auswertung Ihrer Daten durch dieses Tool widersprechen, indem Sie das
unter diesem Link (https://www.adition.com/datenschutz/) verfügbare Opt-Out Cookie
herunterladen und speichern.",None
4183,"
",None
4184,"Yieldlab
",None
4185,"Anbieter von Yieldlab ist die Yieldlab AG, Colonnaden 41, 20354 Hamburg.",None
4186,"Dieser Anbieter
sammelt und speichert Daten zu Marketing- und Optimierungszwecken.",None
4187,"Die übermittelte IPAdresse eines User-Gerätes wird vollständig anonymisiert und zur Bildung von
Haushaltsnetzwerken verwendet.",None
4188,"In Haushaltsnetzwerken können die mit dem Internet
verbundenen Geräte, wie Computer, Telefone, Connected TVs und andere, erkannt und die
jeweils erhobenen Nutzungsdaten von Webseiten über die verschiedenen Geräte hinweg
kombiniert werden.",None
4189,"Mit den gewonnenen Informationen können weder personenbezogene
Daten noch ein konkreter Aufenthaltsort eines Nutzers ermittelt werden.",None
4190,"Eine persönliche
Identifikation des Users ist damit ausgeschlossen.",None
4191,"
",None
4192,Weitere Informationen zu diesem Tool finden Sie hier:,None
4193,"http://www.yieldlab.de/.
",None
4194,"Sie können der Erhebung bzw. Auswertung Ihrer Daten durch dieses Tool widersprechen, indem
Sie das unter diesem Link (http://www.yieldlab.de/elements/privacy/) verfügbare Opt-Out
Cookie herunterladen und speichern.",None
4195,"
ad4mat
",None
4196,"Wir benutzen auf der Webseite Dienste der advanced store GmbH, Alte Jakobstr.",None
4197,"79/80, 10179
Berlin, Deutschland.",None
4198,"Für die optimierte Ausspielung relevanter Werbemittel-Tools wie
compareAd oder collageAd sammelt die advanced store GmbH mittels ad4mat-Technologie auf
dieser Seite pseudonyme Informationen und Daten über das Surfverhalten von SeitenBesuchern.",None
4199,"Dies erfolgt mittels Cookies, die auf Ihrem Computer gespeichert werden.",None
4200,"Die
Verwendung der Cookies dient dabei einzig der Optimierung der empfohlenen Werbeinhalte,
eine persönliche Identifizierung des Webseitennutzers erfolgt nicht.",None
4201,"Außerdem wird Google
Analytics, einen Web-Analyse-Dienst, genutzt.",None
4202,"Die Dienste der advanced store GmbH erfolgen
auf der Grundlage von Art. 6 Abs. 1 lit f DSGVO.",None
4203,"
",None
4204,Weitere Informationen zu diesem Tool finden Sie hier:,None
4205,"http://www.advancedstore.com/de/datenschutz/.
",None
4206,"Sie können der Erhebung bzw. Auswertung Ihrer Daten durch dieses Tool widersprechen, indem
Sie das unter diesem Link (https://www.ad4mat.com/de/adchoices/) verfügbare Opt-Out
Cookie herunterladen und speichern.",None
4207,"
",None
4208,"emetriq
emetriq ist Anbieter von Targeting-Dienstleistungen im Bereich der Online-Vermarktung von
Werbeplätzen und wird von emetriq GmbH, Vorsetzen 35, 20459 Hamburg bereitgestellt.",None
4209,"Ziel
der Verarbeitung ist es mit Hilfe eines Datenpools, Ihnen gemäß Ihren Interessen relevante
Werbung einblenden zu können.",None
4210,"Sie haben jederzeit die Möglichkeit die Datenerhebung und -
verarbeitung durch uns hier zu deaktivieren:",None
4211,  https://www.emetriq.com/opt-out/.,None
4212,"Das führt
dazu, dass ihr emetriq Cookie durch ein neutrales Opt-out-Cookie ersetzt wird.",None
4213,"Dieses stellt
sicher, dass emetriq ihre Daten nicht weiterverwendet.",None
4214,"
",None
4215,"Weitere Informationen
",None
4216,"Weitere Informationen zu interessenbasierter Werbung sind auf dem Verbraucherportal
www.meine-cookies.org oder auf der Seite www.youronlinechoices.com erhältlich.",None
4217,"Über die
nachstehenden Links können Sie darüber hinaus den Stand der Aktivierung bezüglich Tools
unterschiedlicher Anbieter einsehen und der Erhebung bzw. Auswertung Ihrer Daten durch
Seite 21 von 26
diese Tools widersprechen:",None
4218,"http://www.meinecookies.org/cookies_verwalten/praeferenzmanager-beta.html bzw.
http://www.youronlinechoices.com/at/praferenzmanagement.",None
4219,"
",None
4220,Eine zentrale Widerspruchsmöglichkeit für verschiedene Tools insbesondere USamerikanischer Anbieter ist auch unter folgendem Link erreichbar:,None
4221,"
http://www.networkadvertising.org/choices/.
",None
4222,"Wir weisen darauf hin, dass die Verwendung eines Adblockers die Funktionsweise von Opt-OutCookies beeinträchtigen kann.",None
4223,"In bestimmten Fällen kann es daher, trotz Speicherung eines OptOut-Cookies, dazu kommen, dass die entsprechenden Tools weiterhin Daten erheben.",None
4224,"Sie können
in diesem Fall die Funktionalität wiederherstellen, indem Sie den Adblocker entsprechend
konfigurieren oder deinstallieren.",None
4225,"
",None
4226,"4. Social Plugins
",None
4227,Die verschiedenen Anbieter von Plugins werden im Folgenden unter dem Begriff „PluginAnbieter“ zusammengefasst.,None
4228,"
",None
4229,"Um den Schutz Ihrer Daten beim Besuch unseres Online-Angebots zu erhöhen, sind die Plugins
mittels der sogenannten „Shariff-Lösung“ in die Seite eingebunden.",None
4230,"Dies sorgt dafür, dass beim
Aufruf einer Seite dieses Online-Angebots noch keine Verbindung mit den Servern des jeweiligen
Plugin-Anbieters hergestellt wird.",None
4231,"
",None
4232,"Erst wenn die Plugins von Ihnen aktiviert werden, stellt Ihr Internet-Browser eine direkte
Verbindung zu den Servern des jeweiligen Plugin-Anbieters her.",None
4233,"Hierdurch erhält der PluginAnbieter die Information, dass Ihr Internet-Browser die entsprechende Seite unseres OnlineAngebots aufgerufen hat, auch wenn Sie kein Benutzerkonto bei dem Anbieter besitzen oder
gerade nicht eingeloggt sind.",None
4234,"Log-Dateien (einschließlich der IP-Adresse) werden dabei von Ihrem
Internet-Browser direkt an einen Server des jeweiligen Plugin-Anbieters übermittelt und ggf. dort
gespeichert.",None
4235,"Dieser Server kann seinen Standort außerhalb der EU bzw. des EWR haben (z. B. in
den U.S.A.).",None
4236,"
",None
4237,Die Plugins stellen selbständige Erweiterungen der Plugin-Anbieter dar.,None
4238,"Wir haben daher keinen
Einfluss auf den Umfang der von den Plugin-Anbietern über die Plugins erhobenen und
gespeicherten Daten.",None
4239,"
",None
4240,"Wenn Sie nicht möchten, dass die Plugin-Anbieter die über dieses Online-Angebot erhobenen
Daten erhalten und ggf. speichern bzw. weiterverwenden, sollten Sie die jeweiligen Plugins nicht
verwenden.",None
4241,"
",None
4242,"Sie können das Laden der Plugins grundsätzlich auch mit Hilfe von Add-Ons für Ihren Browser
komplett verhindern, sogenannten Script-Blockern.",None
4243,"
",None
4244,"Weitere Informationen über Zweck und Umfang der Erhebung sowie die weitere Verarbeitung
und Nutzung Ihrer Daten durch Plugin-Anbieter sowie zu Ihren Rechten und
Einstellungsmöglichkeiten zum Schutz Ihrer Daten finden Sie in den Datenschutzhinweisen der
jeweiligen Anbieter.",None
4245,"
",None
4246,"Dieses Online-Angebot verwendet Social Plugins („Plugins“) folgender Anbieter:
Seite 22 von 26
",None
4247,• Plugins des sozialen Netzwerks Facebook;,None
4248,"Facebook wird unter www.facebook.com von
Facebook Inc., 1601 S. California Ave, Palo Alto, CA 94304, USA, und unter www.facebook.de von
Facebook Ireland Limited, Hanover Reach, 5-7 Hanover Quay, Dublin 2, Irland, betrieben
(„Facebook“).",None
4249,"Eine Übersicht über die Plugins von Facebook und deren Aussehen finden Sie hier:
http://developers.facebook.com/docs/plugins;",None
4250,"Informationen zum Datenschutz bei Facebook
finden Sie hier:",None
4251,http://www.facebook.com/policy.php.,None
4252,"
",None
4253,• Plugins von Twitter;,None
4254,"Twitter wird betrieben von der Twitter Inc., 1355 Market St, Suite
900, San Francisco, CA 94103, USA („Twitter“).",None
4255,"Eine Übersicht über die Plugins von Twitter und
deren Aussehen finden Sie hier:",None
4256,https://twitter.com/about/resources/buttons;,None
4257,"Informationen
zum Datenschutz bei Twitter finden Sie hier: https://twitter.com/privacy.",None
4258,"
",None
4259,5. Registrierung und Anmeldung zu „Mein Konto“,None
4260,"
",None
4261,"Sie können sich für den Bereich „Mein Konto“ mit Ihrer Mailadresse und einem selbstgewählten
Passwort anmelden.",None
4262,"Der Bereich bietet Ihnen die Verwaltung Ihrer Stammdaten, Verträge und
Laufzeiten.",None
4263,Detail zur Nutzung von „Mein Konto“ entnehmen Sie bitte den Nutzungsbedingungen.,None
4264,"
",None
4265,13.1. Registrierung/,None
4266,"Anmeldung über 7Pass
",None
4267,"Sofern Sie Leistungen in Anspruch nehmen möchten, die einen Vertragsschluss erfordern, werden
wir Sie bitten, sich zu registrieren.",None
4268,"Im Rahmen der Registrierung erheben wir die für die
Vertragsbegründung und -erfüllung erforderlichen personenbezogenen Daten (z. B. Vorname,
Nachname, Geburtsdatum, E-Mail-Adresse, ggf. Angaben zur gewünschten Zahlungsart bzw. zum
Kontoinhaber) sowie ggf. weitere Daten auf freiwilliger Basis.",None
4269,"Pflichtangaben kennzeichnen wir
mit einem *.",None
4270,"
",None
4271,Sie können sich für dieses Online-Angebot mittels Ihres 7Pass Accounts anmelden.,None
4272,"Verantwortlich für die Bereitstellung des 7Pass Accounts ist die ProSiebenSat.1 Digital Data GmbH,
Medienallee 4, 85774 Unterföhring, Deutschland („PSDD“).",None
4273,"
7Pass wurde entwickelt, um Nutzern von Onli-ne-Angeboten einheitliche Anmeldedaten für
verschiedene Online-Dienste zur Verfügung zu stellen.",None
4274,"Nähere Informationen zu 7Pass finden Sie
in den 7Pass FAQ.",None
4275,"
",None
4276,"Wenn Sie bei der PSDD einen 7Pass Account an-legen möchten, gelten die Nutzungsbedingungen
(AGB) für den Anmeldeservice 7Pass sowie die Datenschutzbestimmungen 7Pass.",None
4277,Nach erfolgreicher Registrierung können Sie sich mit Ihrem 7Pass Account dann auch für dieses OnlineAngebot anmelden.,None
4278,"Die PSDD bestätigt uns Ihre Berechtigung und stellt uns die für die Nutzung
unseres Angebots benötigten Daten (z. B. Ihren Name, Ihre Anschrift, Ihre E-Mailadresse und Ihr
Geburtsdatum) aus Ihrem 7Pass Profil zur Verfügung.",None
4279,"Wenn Sie Daten in Ihrem 7Pass Profil
aktualisieren, erhalten auch wir eine entsprechende Aktualisierung.",None
4280,"Einzelheiten entnehmen Sie
bitte den Nutzungsbedingungen sowie den Datenschutzbestimmungen für 7Pass.",None
4281,"
",None
4282,13.2. Registrierung/,None
4283,Anmeldung über Facebook (Facebook-Login),None
4284,"
",None
4285,"Wir bieten Ihnen die Möglichkeit, sich über Ihr Facebook-Konto bei uns zu registrieren bzw.
anzumelden.",None
4286,"Wenn Sie hiervon Gebrauch machen, erhalten wir die für die Registrierung bzw.
Anmeldung benötigten Daten von Facebook (z. B. E-Mail-Adresse, Name).",None
4287,"
Seite 23 von 26
",None
4288,"Wir haben keinen Einfluss auf den Umfang der von Facebook mittels des Facebook-Login
erhobenen Daten.",None
4289,"Wenn Sie nicht möchten, dass Facebook im Zusammenhang mit Ihrer Nutzung
unseres Online-Angebots Daten über Sie erhebt und für eigene Zwecke nutzt, sollten Sie den
Facebook-Login nicht verwenden.",None
4290,"
",None
4291,"Weitere Informationen über Zweck und Umfang der Erhebung sowie die weitere Verarbeitung
und Nutzung Ihrer Daten durch Facebook sowie zu Ihren Rechten und Einstellungsmöglichkeiten
zum Schutz Ihrer Daten finden Sie in den Datenschutzhinweisen von Facebook:",None
4292,"
",None
4293,http://www.facebook.com/policy.php.,None
4294,"
",None
4295,"13.3 Registrierung/Anmeldung über Google+
",None
4296,"Wir bieten Ihnen die Möglichkeit, sich über Ihr Google+-Konto bei uns zu registrieren bzw.
anzumelden.",None
4297,"Wenn Sie hiervon Gebrauch machen, erhalten wir die für die Registrierung bzw.
Anmeldung benötigten Daten von Google Inc., 1600 Amphitheatre Parkway, Mountain View, CA
94043, USA („Google“) (z. B. E-Mail-Adresse, Name).",None
4298,"
",None
4299,"Wir haben keinen Einfluss auf den Umfang der von Google mittels des Google+-Login erhobenen
Daten.",None
4300,"Wenn Sie nicht möchten, dass Google im Zusammenhang mit Ihrer Nutzung unseres
Online-Angebots Daten über Sie erhebt und für eigene Zwecke nutzt, sollten Sie den Google+-
Login nicht verwenden.",None
4301,"
",None
4302,"Weitere Informationen über Zweck und Umfang der Erhebung sowie die weitere
",None
4303,"Verarbeitung und Nutzung Ihrer Daten durch Google sowie zu Ihren Rechten und
",None
4304,"Einstellungsmöglichkeiten zum Schutz Ihrer Daten finden Sie in den
Datenschutzhinweisen von Google:
http://www.google.com/intl/de/+/policy/+1button.html.",None
4305,"
",None
4306,"14. Newsletter mit Anmeldung & ohne Anmeldung
",None
4307,"Sofern wir Ihre E-Mail-Adresse im Zusammenhang mit dem Verkauf einer Ware oder
Dienstleistung erhalten und Sie dem nicht widersprochen haben, behalten wir uns vor, Ihnen
regelmäßig Angebote zu ähnlichen Waren bzw. Dienstleistungen aus unserem Portfolio per E-Mail
zuzusenden.",None
4308,"Sie können dem jederzeit widersprechen ohne dass hierfür Kosten für Sie
entstehen;",None
4309,"nutzen Sie hierfür bitte den Abmeldelink am Ende des Newsletters oder kontaktieren
uns über die Angaben im Abschnitt Kontakt.",None
4310,"
",None
4311,"Zusätzlich können Sie sich über unsere Newsletteranmeldung zu unseren Angebots- und
Informationsmails anmelden.",None
4312,"In diesem Fall bitten wir Sie um Verifizierung Ihrer E-Mail durch
das Bestätigen der Anmeldemail (Double Opt-In).",None
4313,"Sie können diesem Newsletter jederzeit
widersprechen ohne dass hierfür Kosten für Sie entstehen;",None
4314,"nutzen Sie hierfür bitte den
",None
4315,"Abmeldelink am Ende des Newsletters oder kontaktieren uns über die Angaben im Abschnitt
Kontakt.",None
4316,"Sofern Sie sich außerdem bei „Mein Konto“ angemeldet haben, können Sie im
Präferenzcenter jederzeit Ihre Kontaktoptionen verwalten.",None
4317,"
",None
4318,"Darüber hinaus bieten wir Ihnen Angebotsnewsletter, zu denen Sie sich explizit anmelden:",None
4319,"
- Anmeldung zum Benzinpreisticker
- Suchauftrag Gebrauchtwagen
- Suchauftrag Immobilie
Seite 24 von 26
- Anmeldung zum Erinnerungswecker
",None
4320,"Sie können auch diesen Newslettern jederzeit widersprechen ohne dass hierfür Kosten für Sie
entstehen;",None
4321,nutzen Sie hierfür bitte den Abmeldelink am Ende des Newsletters.,None
4322,"
",None
4323,15. Wie können Sie Ihre Rechte geltend machen?,None
4324,"
Bitte nutzen Sie zur Geltendmachung Ihrer Rechte die Angaben im Abschnitt Kontakt.",None
4325,"Bitte stellen
Sie dabei sicher, dass uns eine eindeutige Identifizierung Ihrer Person möglich ist.",None
4326,"
",None
4327,"Alternativ können Sie zur Berichtigung Ihrer bei der Registrierung angegebenen Daten oder für
Ihren Werbewiderspruch auch die Einstellungsmöglichkeiten in Ihrem Benutzerkonto
verwenden.",None
4328,"
",None
4329,Sie können Ihr Benutzerkonto auch selbst löschen.,None
4330,"
",None
4331,"Bitte beachten Sie, dass wir die weitere Verarbeitung Ihrer Daten zunächst nur einschränken
werden, sofern der Löschung Aufbewahrungsfristen entgegenstehen.",None
4332,"
",None
4333,"15.1. Ihre Rechte auf Auskunft und Berichtigung
",Right to Data Portability
4334,"Sie können verlangen, dass wir Ihnen bestätigen, ob wir Sie betreffende personenbezogene Daten
verarbeiten und Sie haben ein Recht auf Auskunft im Hinblick auf Ihre von uns verarbeiteten
Daten.",Right to Data Portability
4335,"Sollten Ihre Daten unrichtig oder unvollständig sein, können Sie verlangen, dass Ihre Daten
berichtigt bzw. vervollständigt werden.",Right to Data Portability
4336,"Wenn wir Ihre Daten an Dritte weitergegeben haben
informieren wir diese über die Berichtigung, soweit dies gesetzlich vorgeschrieben ist.",Right to Data Portability
4337,"
15.2 Ihr Recht auf Löschung
",Right to Deletion
4338,"
15.2 Ihr Recht auf Löschung
",Right to Data Portability
4339,"Sie können, wenn die gesetzlichen Voraussetzungen vorliegen, von uns unverzügliche Löschung
Ihrer personenbezogenen Daten verlangen.",Right to Deletion
4340,"Dies ist insbesondere der Fall wenn
",None
4341,"• Ihre personenbezogenen Daten für die Zwecke, für die sie erhoben wurden, nicht länger
benötigt werden;",None
4342,"
",None
4343,"• die Rechtsgrundlage für die Verarbeitung ausschließlich Ihre Einwilligung war und Sie
diese widerrufen haben;",Right to Withdraw Consent
4344,"
",None
4345,"• Sie der Verarbeitung zu werblichen Zwecken widersprochen haben
(„Werbewiderspruch”);",None
4346,"
",None
4347,"• Sie einer Verarbeitung auf der Basis der Rechtsgrundlage Berechtigtes Interesse aus
persönlichen Gründen widersprochen haben und wir nicht nachweisen können, dass es
vorrangige berechtigte Gründe für eine Verarbeitung gibt;",None
4348,"
",None
4349,"• Ihre personenbezogenen Daten unrechtmäßig verarbeitet wurden; oder
",None
4350,"• Ihre personenbezogenen Daten gelöscht werden müssen, um gesetzlichen Anforderungen
zu entsprechen.",None
4351,"
",None
4352,"Wenn wir Ihre Daten an Dritte weitergegeben haben informieren wir diese über die Löschung,
soweit dies gesetzlich vorgeschrieben ist.",None
4353,"
",None
4354,"Bitte beachten Sie, dass Ihr Löschungsrecht Einschränkungen unterliegt.",None
4355,"Zum Beispiel müssen
bzw. dürfen wir keine Daten löschen, die wir aufgrund gesetzlicher Aufbewahrungsfristen noch
weiter vorhalten müssen.",None
4356,"Auch Daten, die wir zur Geltendmachung, Ausübung oder Verteidigung
von Rechtsansprüchen benötigen sind von Ihrem Löschungsrecht ausgenommen.",None
4357,"
Seite 25 von 26
15.3",None
4358,"Ihr Recht auf Einschränkung der Verarbeitung
",None
4359,"Sie können, wenn die gesetzlichen Voraussetzungen vorliegen, von uns eine Einschränkung
der Verarbeitung verlangen.",None
4360,"Dies ist insbesondere der Fall wenn
• die Richtigkeit Ihrer personenbezogenen Daten von Ihnen bestritten wird, und dann
solange bis wir die Möglichkeit hatten, die Richtigkeit zu überprüfen;",None
4361,"
",None
4362,"• die Verarbeitung nicht rechtmäßig erfolgt und Sie statt der Löschung (siehe hierzu den
vorigen Abschnitt) eine Einschränkung der Nutzung verlangen;",None
4363,"
",None
4364,"• wir Ihre Daten nicht mehr für die Zwecke der Verarbeitung benötigen, Sie diese jedoch zur
Geltendmachung, Ausübung oder Verteidigung Ihrer Rechtsansprüche brauchen;",None
4365,"
",None
4366,"• Sie Widerspruch aus persönlichen Gründen erhoben haben, und dann solange bis
feststeht, ob Ihre Interessen überwiegen.",None
4367,"
",None
4368,"Wenn ein Recht auf Einschränkung der Verarbeitung besteht markieren wir die betroffenen
Daten um auf diese Weise sicherzustellen, dass diese nur noch in den engen Grenzen
verarbeitet werden, die für solche eingeschränkten Daten gelten (nämlich insbesondere zur
Verteidigung von Rechtsansprüchen oder mit Ihrer Einwilligung).",None
4369,"
15.4 Ihr Recht auf Datenübertragbarkeit
",None
4370,"Sie haben das Recht, personenbezogene Daten, die Sie uns zur Vertragserfüllung oder auf
Basis einer Einwilligung gegeben haben, in einem übertragbaren Format zu erhalten.",None
4371,"Sie
können in diesem Fall auch verlangen, dass wir diese Daten direkt einem Dritten übermitteln,
soweit dies technisch machbar ist.",None
4372,"
",None
4373,"Ihr Recht auf Widerruf der Einwilligung
",None
4374,"Sofern Sie uns eine Einwilligung in die Verarbeitung Ihrer Daten erteilt haben, können Sie
diese jederzeit mit Wirkung für die Zukunft widerrufen.",None
4375,"Die Rechtmäßigkeit der Verarbeitung
Ihrer Daten bis zum Widerruf bleibt hiervon unberührt.",None
4376,"
15.5 Ihr Widerspruchsrecht gegen Direktmarketing
",None
4377,"Sie können außerdem jederzeit Widerspruch gegen die Verarbeitung Ihrer
personenbezogenen Daten zu werblichen Zwecken einlegen („Werbewiderspruch“).",None
4378,"
Bitte berücksichtigen Sie, dass es aus organisatorischen Gründen zu einer
Überschneidung zwischen Ihrem Widerruf und der Nutzung Ihrer Daten im Rahmen
einer bereits laufenden Kampagne kommen kann.",None
4379,"
15.6 Ihr Widerspruchsrecht aus persönlichen Gründen
",None
4380,"Sie haben das Recht aus Gründen, die sich aus Ihrer besonderen Situation ergeben, der
Datenverarbeitung durch uns zu widersprechen, soweit diese auf der Rechtsgrundlage
berechtigtes Interesse beruht.",None
4381,"Wir werden dann die Verarbeitung Ihrer Daten
einstellen, es sei denn wir können – gemäß den gesetzlichen Vorgaben – zwingende
schutzwürdige Gründe für die Weiterverarbeitung nachweisen, welche Ihre Rechte
überwiegen.",None
4382,"
Seite 26 von 26
16.",Right to Complain
4383,"Ihr Beschwerderecht bei einer Aufsichtsbehörde
",Right to Complain
4384,"Sie haben das Recht, eine Beschwerde bei einer Datenschutzbehörde einzureichen.",Right to Complain
4385,"Sie können
sich dazu insbesondere an die Datenschutzbehörde wenden, die für Ihren Wohnort bzw. Ihr
Bundesland zuständig ist oder die für den Ort zuständig ist, an dem die Verletzung des
Datenschutzrechts stattgefunden hat.",Right to Complain
4386,"Alternativ können Sie sich auch an die für uns zuständige
Datenschutzbehörde wenden, dies ist:
",None
4387,"Der Landesbeauftragte für den Datenschutz und die Informationsfreiheit
",None
4388,"Baden-Württemberg
Postfach 10 29 32
",None
4389,"70025 Stuttgart
oder:",None
4390,"
Königstraße 10a",None
4391,"
",None
4392,70173 Stuttgart,None
4393,"
Telefon:",None
4394,"+49 (0711) 61 55 41-0
",None
4395,Telefax:,None
4396,"+49 (0711) 61 55 41-15
E-Mail:",None
4397,"poststelle@lfdi.bwl.de
17. Kontakt
",None
