,sentence,label
962,"
www.facebook.com/policy.php
",None
963,"www.twitter.com/privacy
",None
964,"www.xing.com/app/share?op=data_protection
",None
965,www.whatsapp.com/legal/#privacy-policy,None
966,"Internationale Transfers
",None
967,"Google ReCaptcha


",None
968,"

Accumio Finance Services GmbH

Accumio Finance Services GmbH
",None
969,"
Customer Care Services Center
– Selbstauskunft",None
970,"

CEG Creditreform",None
971,Boniversum GmbH,None
972,"

Creditreform Boniversum GmbH

Konsumentenservice",None
973,"

CRIF",None
974,"

https://www.crifbuergel.de/de/kontakt

https://www.crifbuergel.de/de/kontakt/selbstauskunft

SCHUFA Holding AG

",None
975,"SCHUFA Holding AG
",None
976,"Weitere Informationen finden Sie hier

infoscore Consumer Data GmbH/arvato

infoscore Consumer Data GmbH
Abteilung",None
977,Google ReCaptcha,None
978,"

Facebook Ireland Ltd.",None
979,"
4 Grand Canal Square
Grand Canal Harbour",None
980,Ireland,None
981,"Customer Match

4.3.2.",None
982,"Retargeting

4.4.3. Google Analytics als „Basisversion“",None
983,"Adobe Analytics

4.4.7. Werbepartner/",None
984,"Third-Party-Cookies

5. Social Media Plugins

",None
985,"5.1. Facebook und YouTube

",None
986,5.5. WhatsApp,None
987,"
Telefon: 040 - 3603 3603
E-Mail-Adresse:",None
988,Ein solcher ist z.B. unter www.youronlinechoices.com abrufbar.,None
989,"Im Firefox:
",None
990,"Customer Match
",None
991,"(Palmerston House, 2nd Floor, Fenian Street, Dublin 2, Ireland) integriert.",None
992,"Microsoft Advertising ist ein Online-Werbeprogramm von Microsoft Ireland Operations Limited (One Microsoft Place, South County Business Park, Leopardstown, Dublin 18, D18 P521).",None
993,(“Microsoft”).,None
994,"



4.4.3. Google Analytics als „Basisversion“
",None
995,"Adobe Analytics
",None
996,"Third-Party-Cookies
",None
997,"

Adition
",None
998,"

The Adex
",None
999,"5.1. Facebook und YouTube
",None
1000,"https://instagram.com/about/legal/privacy



5.5. WhatsApp
",None
1001,"Per E-Mail, per Telefon, per Chat oder per Post.",None
1002,"Stand: April 2021
",None
1003,"VINCI, Data Protection Officer, 1 cours Ferdinand de Lesseps, F-92851 Rueil-Malmaison Cedex, Frankreich.",Right to Complain - Supervisor Authority
1004,"

3.3.2    Chatbot

",None
1005,"iT-Services GmbH

Albertstr.",None
1006,"

3.5.2     Firmentickets
",None
1007,"

IP-Adresse
",None
1008,"consentmanager AB
",None
1009,101 Townsend,None
1010,"DSGVO
Google Ireland Limited
Gordon House
Barrow Street
",None
1011,f DSGVO):,None
1012,"303 Second Street
Suite 901 South Tower
San Francisco, CA 94107",None
1013,Microsoft Power,None
1014,"DSGVO
Google LLC
1600 Amphitheatre Parkway
Mountain View, California",None
1015,"DSGVO
Google LLC
1600 Amphitheatre Parkway
Mountain View, California",None
1016,"    YouTube
",None
1017,"    Verantwortliche Stelle
Google Ireland Limited
Gordon House
Barrow Street
",None
1018,"

Telefon:",None
1019,"

E-Mail: mailbox@datenschutz-berlin.de



Stand:",None
1020,Ihre Standortinformationen; Ihre IP-Adresse;,None
1021,We (meaning the specific company identified as being the operator of the website that directed you to this Privacy Notice) believe that protecting the security and privacy of your personal data is important.,None
1022,"This Privacy Notice explains how we collect, store, use, disclose and transfer (hereinafter “process”) your personal data.",None
1023,"The personal data that we collect about you depends on the context of your interactions with us, the products.",None
1024,"services and features that you use, your location, and applicable law.",None
1025,"

1. Processing of personal data related to your use of our websites, applications and online services

Categories of personal data processed, purpose of the processing 
 
When visiting our websites or using our applications, or online services (each an “Online Offering”), we process information which you have actively and voluntarily provided about yourself, or which has been generated by us in connection with your use of the Online Offerings, and includes the following categories of personal data:
Your contact information, including name, e-mail address, telephone number;
Further personal data that you provide by filling in forms in our Online Offerings;",None
1026,"Information submitted as part of a support request, survey or comment or forum post;",None
1027,"and
",None
1028,"Information on your interaction with the Online Offering, including your device and user identifier, information on your operating system, sites and services accessed during your visit, the date and time of each visitor request.",None
1029,"
We process your personal data for the following purposes:",None
1030,"
To provide the Online Offering’s services and functions which includes creating and administering your online account, updating, securing, and troubleshooting, providing support, as well as improving and developing our Online Offerings;",None
1031,"
To bill your use of the Online Offering;",None
1032,"
To verify your identity;",None
1033,"
To answer and fulfill your requests or instructions;",None
1034,"
To process your order or to provide you with access to specific information or offers;",None
1035,"
To contact you with information and offers concerning our products and services, to send you further marketing information or to contact you in the context of customer satisfaction surveys as explained in Section 3; and
",None
1036,As reasonably necessary to enforce the,None
1037,"Online Offering’s terms, to establish or preserve a legal claim or defense, to prevent fraud or other illegal activities, including attacks on our information technology systems.",None
1038,"Cookies
 
Our Online Offerings may use cookies, i.e., small files containing certain information that are stored on your device.",None
1039,"If used by us without your consent, these cookies are strictly necessary to provide certain functionalities of an Online Offering to you or to provide you with a service that you requested via the Online Offering.",None
1040,"Other cookies (e.g., cookies for marketing purposes) will only be used if you have given your consent.",None
1041,"
 
Online Offerings provided by your organization
 
Our Online",None
1042,"Offerings may be provided to you for your use by the organization to which you belong, such as our enterprise customers.",None
1043,"If your organization provides you with access to an Online Offering, our processing of personal data provided by or collected from you or your organization in connection with the Online Offering’s content is performed under the direction of your organization and is subject to a data processing agreement between your organization and us.",None
1044,"In such instance, your organization is responsible for any personal data contained in such content and you should direct any questions about how personal data contained in such content is used to your organization.",None
1045,"
 
Links to other websites",None
1046,"
 
This Privacy Notice applies only to Online Offerings that link to this Privacy Notice and not to other websites or applications of our affiliates that have their own Privacy Notice or which are operated by third parties.",None
1047,"This Privacy Notice also does not apply in situations where we only process information on behalf of our Business Partners, e.g., when we act as a web hosting or cloud provider.",None
1048,We may provide links to other websites and applications which we believe may be of interest to you.,None
1049,We are not responsible for the privacy practices of such other websites or applications.,None
1050,"

2. Processing of Personal data related to your business relationship with us

Categories of personal data processed and purpose of the processing",None
1051,"In the context of the business relationship with us, we may process the following categories of personal data of consumers and contact persons at (prospective) customers, suppliers, vendors and partners (each a “Business Partner”): 
Contact information, such as full name, job position, work address, work telephone number, work mobile phone number, work fax number and work email address; 
Payment data, such as data necessary for processing payments and fraud prevention, including credit/debit card numbers, security code numbers and other related billing information;",None
1052,"
Further information necessarily processed in a project or contractual relationship with us or voluntarily provided by the Business Partner, such as personal data relating to orders placed, payments made, requests, and project milestones;",None
1053,"
Personal data collected from publicly available resources, integrity data bases and credit agencies; and
",None
1054,"If legally required for Business Partner compliance screenings: date of birth, ID numbers, identity cards and information about relevant and significant litigation or other legal proceedings against Business Partners.",None
1055,"
We may process the personal data for the following purposes: 
Communicating with Business Partners about our products, services and projects, e.g. by responding to inquiries or requests or providing you with information about purchased products;
Planning, performing and managing the (contractual) relationship with Business Partners; e.g. by performing transactions and orders of products or services, processing payments, performing accounting, auditing, billing and collection activities, arranging shipments and deliveries, facilitating repairs and providing support services;",None
1056,"
Administrating and performing market analysis, sweepstakes, contests, or other customer activities or events;",None
1057,"
Contacting you with information and offers concerning our products and services, sending you further marketing messages and conducting customer satisfaction surveys as explained in Section 3;",None
1058,"
Maintaining and protecting the security of our products, services and websites, preventing and detecting security threats, fraud or other criminal or malicious activities;",None
1059,"
Ensuring compliance with legal obligations (such as record keeping obligations), export control and customs, Business Partner compliance screening obligations (to prevent white-collar or money laundering crimes), and our policies or industry standards;",None
1060,"and
Solving disputes, enforce our contractual agreements and to establish, exercise or defend legal claims.",None
1061,"

3. Processing of personal data for customer satisfaction surveys and for direct marketing

Where and as permitted under applicable law, we may process your contact information for direct marketing purposes (e.g. trade show invitations, newsletters with further information and offers concerning our products and services) and to carry out customer satisfactions surveys, in each case also by e-mail.",None
1062,You may object to the processing of your contact data for these  purposes at any time by writing to contact@siemens.com or by using the opt-out mechanism provided in the respective communication you received.,None
1063,Transfer and disclosure of personal data,None
1064,"We may transfer your personal data to:
other affiliated companies or third parties - e.g. sales partners or suppliers - in connection with your use of the Online Offerings or our business relationship with you;",None
1065,"
third parties which provide IT services to us and which process such data only for the purpose of such services (e.g., hosting or IT maintenance and support services);",None
1066,"and
third parties in connection with complying with legal obligations or establishing, exercising or defending rights or claims (e.g., for court and arbitration proceedings, to regulators, law enforcement and government authorities, to attorneys and consultants).",None
1067,"
The recipients of your personal data may be located outside of the country in which you reside.",None
1068,Personal data published by you on Online Offerings (such as chat rooms or forums) may be globally accessible to other registered user of the respective Online Offering.,None
1069,"

5. Retention Periods",None
1070,"

Unless indicated otherwise at the time of the collection of your personal data (e.g. within a form completed by you), we erase your personal data if the retention of that personal data is no longer necessary for the purposes for which they were collected or otherwise processed, or to comply with legal obligations (such as retention obligations under tax or commercial laws).",None
1071,"

6. Your rights

The data protection laws in the jurisdiction in which you reside may entitle you to specific rights in relation to your personal data.",None
1072,"In particular, and subject to the legal requirements, you may be entitled to
Obtain from us confirmation as to whether or not personal data concerning you are being processed, and where that is the case, access to the personal data;
Obtain from us the correction of inaccurate personal data concerning you;
Obtain from us the erasure of your personal data;
Obtain from us restriction of processing regarding your personal data;
Data portability concerning personal data, which you actively provided; and;
Object, on grounds relating to your particular situation, to further processing of personal data concerning you.",Right to Deletion
1073,"In particular, and subject to the legal requirements, you may be entitled to
Obtain from us confirmation as to whether or not personal data concerning you are being processed, and where that is the case, access to the personal data;
Obtain from us the correction of inaccurate personal data concerning you;
Obtain from us the erasure of your personal data;
Obtain from us restriction of processing regarding your personal data;
Data portability concerning personal data, which you actively provided; and;
Object, on grounds relating to your particular situation, to further processing of personal data concerning you.",Right to Data Portability
1074,"In particular, and subject to the legal requirements, you may be entitled to
Obtain from us confirmation as to whether or not personal data concerning you are being processed, and where that is the case, access to the personal data;
Obtain from us the correction of inaccurate personal data concerning you;
Obtain from us the erasure of your personal data;
Obtain from us restriction of processing regarding your personal data;
Data portability concerning personal data, which you actively provided; and;
Object, on grounds relating to your particular situation, to further processing of personal data concerning you.",Right to Information
1075,"

7. Security

To protect your personal data against accidental or unlawful destruction, loss, use, or alteration and against unauthorized disclosure or access, we use adequate physical, technical and organizational security measures.",None
1076,"Privacy Contact

Our Data Privacy Organization provides support with any data privacy related questions, comments, concerns or complaints or in case you wish to exercise any of your data privacy related rights.",None
1077,The Data Privacy Organization may be contacted at: dataprotection@siemens.com.,None
1078,"
 
The Data Privacy Organization will always use reasonable efforts to address and settle any requests or complaints you bring to its attention.",None
1079,"Besides contacting the Data Privacy Organization, you always have the right to approach the competent data protection authority with your request or complaint.",None
1080,"

9. Processing under the EU’s General Data Protection Regulation: controller, legal basis for the processing and international transfers

This section applies and provides you with further information if your personal data is processed by one of our companies located in the European Economic Area.",None
1081,"
 
Data Controller
 
The specific company identified on this page as being the operator of this website is the data controller in the meaning of the General Data Protection Regulation for the processing activities described in this Privacy Notice.",None
1082,"In the course of our business relationship with you, we may share Business Partner contact information with affiliated Siemens companies.",None
1083,We and these Siemens companies are jointly responsible for the proper protection of your personal data (Art.,None
1084,26 General Data Protection Regulation).,None
1085,"To allow you to effectively exercise your data subject rights in the context of this joint controllership, we entered into an agreement with these Siemens companies granting you the right to centrally exercise your data subject rights under section 6 of this Privacy Notice against Siemens Aktiengesellschaft, Germany.",None
1086,"
 
To exercise your rights, you may reach out to: dataprotection@siemens.com.",None
1087,"
 
Legal basis of the processing
 
The General Data Protection Regulation requires us to provide you with information on the legal basis of the processing of your personal data.",None
1088,"
 
The legal basis for our processing data about you is that such processing is necessary for the purposes of
exercising our rights and performing our obligations under any contract we make with you (Article 6 (1) (b) General Data Protection Regulation) (“Contract Performance”);",None
1089,"
Compliance with our legal obligations (Article 6 (1) (c)",None
1090,"General Data Protection Regulation) (“Compliance with Legal Obligations”); and/or
",None
1091,Legitimate interests pursued by us (Article 6 (1) (f),None
1092,General Data Protection Regulation) (“,None
1093,"Generally, the legitimate interest pursued by us in relation to our use of your personal data is the efficient performance or management of (i) your use of the",None
1094,"Online Offerings, and/or (ii) our business relationship with you.",None
1095,"Where the below table states that we rely on our legitimate interest for a given purpose, we are of the opinion that our legitimate interest is not overridden by your interests and rights or freedoms, given (i) the regular reviews and related documentation of the processing activities described herein, (ii) the protection of your personal data by our data privacy processes, including our Binding Corporate Rules on the Protection of Personal Data, (iii) the transparency we provide on the processing activity, and (iv) the rights you have in relation to the processing activity.",None
1096,"If you wish to obtain further information on this balancing test approach, please contact our Data Privacy Organization at: dataprotection@siemens.com.",None
1097,"In some cases, we may ask if you consent to the relevant use of your personal data.",None
1098,"In such cases, the legal basis for us processing that data about you may (in addition or instead) be that you have consented (Article 6 (1) (a) General Data Protection Regulation) (“Consent”).",None
1099,"
Processing of personal data in the context of Online Offerings - Purpose and Legal Basis
 
To provide the Online Offering’s services and functions which includes creating and administering your online account, updating, securing, and troubleshooting, providing support, as well as improving and developing our Online",None
1100,"Offerings
Contract Performance (Article 6 (1) (b)",None
1101,General Data Protection Regulation),None
1102,"To bill your use of the Online Offering
Contract Performance (Article 6 (1) (b)",None
1103,General Data Protection Regulation),None
1104,"GDPR
To verify your identity
Contract Performance (Article 6 (1) (b)",None
1105,"
To answer and fulfill your requests or instructions
Contract Performance (Article 6 (1) (b)",None
1106,"
To process your order or to provide you with access to specific information or offers
Contract Performance (Article 6 (1) (b)",None
1107,Legitimate Interest (Article 6 (1) (f),None
1108,"
To send you marketing information or to contact you in the context of customer satisfaction surveys as further explained in Section 3
Consent, if voluntarily provided (Article 6 (1) (a) GDPR)",None
1109,As reasonably necessary to enforce the,None
1110,"Online Offering’s terms, to establish or preserve a legal claim or defense, to prevent fraud or other illegal activities, including attacks on our information technology systems
Compliance with Legal Obligations (Article 6 (1) (c)",None
1111,"GDPR)
 
Processing of personal data related to your business relationship with us - Purpose and Legal Basis
 
Communicating with Business Partners about our products, services and projects, e.g. by responding to inquiries or requests or providing you with technical information about purchased products
Contract Performance (Article 6 (1) (b) GDPR)",None
1112,"
Planning, performing and managing the (contractual) relationship with Business Partners; e.g. by performing transactions and orders of products or services, processing payments, performing accounting, auditing, billing and collection activities, arranging shipments and deliveries, facilitating repairs and providing support services;",None
1113,"
Contract Performance (Article 6 (1) (b)",None
1114,"
Compliance with Legal Obligations (Article 6 (1) (c) GDPR)",None
1115,"Administrating and performing market analysis, sweepstakes, contests, or other customer activities or events;
Consent, if voluntarily provided (Article 6 (1) (a)",None
1116,"
Conducting customer satisfaction surveys and direct marketing activities as further explained in Section 3;",None
1117,"
Consent, if voluntarily provided (Article 6 (1) (a) GDPR)",None
1118,Legitimate Interest (Article 6 (1) (f),None
1119,"
Maintaining and protecting the security of our products, services and websites, preventing and detecting security threats, fraud or other criminal or malicious activities;",None
1120,"Ensuring compliance with legal obligations (such as record keeping obligations), export control and customs, Business Partner compliance screening obligations (to prevent white-collar or money laundering crimes), and our policies or",None
1121,industry standards;,None
1122,"and
Compliance with Legal Obligations (Article 6 (1) (c)",None
1123,"
Solving disputes, enforce our contractual agreements and to establish, exercise or defend legal claims.",None
1124,"
Compliance with Legal Obligations (Article 6 (1) (c)",None
1125,"
International data transfers
 
In the event that we transfer your personal data outside the European Economic Area, we ensure that your data is protected in a manner which is consistent with the General Data Protection Regulation.",None
1126," Therefore, and if required by applicable law, we take the following measures:
We share your personal data with affiliated companies outside the European Economic Area only if they have implemented our Binding Corporate Rules („BCR“) for the protection of personal data.",None
1127,Further information about the BCR can be found here.,None
1128,We transfer personal data to external recipients outside the European Economic Area only if the recipient has (i) entered into EU,None
1129,Standard Contractual Clauses with us or (ii) implemented Binding Corporate Rules in its organization.,None
1130,You may request further information about the safeguards implemented in relation to specific transfers by contacting dataprotection@siemens.com.,None
1131,"
 
Your competent data protection authority
 
In case of data privacy related concerns and requests, we encourage you to contact our Data Privacy Organization at dataprotection@siemens.com.",None
1132," Besides contacting the Data Privacy Organization, you always have the right to approach the competent data protection authority with your request or complaint.",None
1133,"
 
A list and contact details of local data protection authorities is available here.",None
1134,Strict data protection standards are an integral part of the Deutsche Post,None
1135,"DHL Group’s brand and, like the security of our IT systems, is of the utmost",None
1136,importance for our business.,None
1137,"As a global company whose business model entails connecting people and exchanging sensitive data, we believe that we have a special responsibility in this regard.",None
1138,"

The following information is intended to give you an overview of how we process your data.",None
1139,Please consult the General Part for information that applies to all of our products and services.,None
1140,"For details on data processing, please refer to the section entitled “Products and Services.",None
1141,"

Contact details

a) Name and contact details of 
    the competent controller:

    The competent controller within the
    meaning of the General Data Protection
    Regulation (GDPR) is Deutsche Post AG.",None
1142,"
    Deutsche Post AG
    Charles-de-Gaulle-Straße 20
    53113 Bonn, Germany

b) Contact details to exersice 
    any of your rights:

    Please use our contact form if you wish to exercise any of your rights.",None
1143,"Competent supervisory authority 
    for data processing in connection 
    with mail and telecommunications 
    services: 

    ",None
1144,"
    40213 Düsseldorf, Germany

d) Name and contact details of the 
    Data Protection Officer:

     Deutsche Post AG
     Gabriela Krader, LL.M
     53250 Bonn, Germany

     ",None
1145,"datenschutz@dpdhl.com

Personal data

Personal data denotes any information concerning the personal or material circumstances of an identified or identifiable natural person.",None
1146,"This includes, for example, your real name, address, telephone number and date of birth.",None
1147,Information that is not directly linked to your true identity – such as favorite websites or a site’s number of users – does not constitute personal data.,None
1148,"

Google reCAPTCHA

We use the reCAPTCHA service from Google Inc. (1600 Amphitheatre Parkway Mountain View, CA 94043, USA) to protect our website against spam and misuse.",None
1149,"reCAPTCHA prevents automated software (termed “bots”) from engaging in abusive activities on the website, i.e. it helps check whether the inputs are actually made by a human being.",None
1150,"In order to determine this, the following data is transferred to Google:

Referrer (the address of the site on which the CAPTCHA is used)
The user’s IP address",None
1151,"
The user",None
1152,"’s Google account (the account is recognized and assigned if the user is logged on to Google)
The user’s input behavior (such as answering of the reCAPTCHA question, the speed at which inputs are made in the form fields, the sequence in which the user selected the input fields) is used to improve pattern",None
1153,"The browser, its size and resolution, browser plug-ins, date, and language setting
Display instructions (CSS) and scripts (JavaScript) for the website
Mouse and touch events on the page
Google also reads the cookies from other Google services, such as Gmail, Search and Analytics.",None
1154,All the specified data is sent to Google in encrypted form.,None
1155,Google’s subsequent analysis determines the form in which the CAPTCHA is shown on the page: as a checkbox or a box in which text is entered.,None
1156,Personal data from the input fields of the form in question is not read or stored.,None
1157,"

The data is processed on the basis of Article 6(1) letter (f)",None
1158,AG has a legitimate interest in protecting the websites of deutschepost.de against abusive automated attempts to access them and spam.,None
1159,"

You can find more information on Google’s Privacy Policy at www.google.com/policies/privacy/.

Purpose of data processing

We process your data, for example,

to satisfy the terms of the contract we signed with you or with a sender;",None
1160,"
to ensure that your visit to our websites/apps is as pleasant as possible;",None
1161,"
to send you a newsletter if you are a subscriber;",None
1162,"
to send or show you tailored advertising, to the extent permissible;",None
1163,"
to conduct a creditworthiness check as necessary;",None
1164,"
to satisfy legal requirements (e.g. the German Code of Criminal Procedure (StPO) or German Foreign Trade and Payments Act (AWG));",None
1165,"
in connection with our security requirements (e.g. to uncover criminal activity);",None
1166,"
to produce statistics;",None
1167,"
to secure payment;
and for purposes of quality assurance, process optimization and reliable planning.",None
1168,"
You will find further details on, for example, the type of data, the purpose of data processing, and the legal basis in the sections on the respective products.",None
1169,"

Please use our contact form if you wish to exercise any of your rights.",None
1170,"

As a data subject, you have the right:

a) to obtain information on and access to the data stored about you,

b) to demand that incorrect data we store concerning you be rectified,

c) to have your personal data erased or, if statutory retention periods apply, restrict the processing of data no longer required for the specified purpose,

d) to access the personal data you provided in a structured, commonly used and machine-readable format,

e) to raise an objection",None
1171,"if your data is being processed on the grounds of a legitimate interest / to the use of your data for advertising purposes / to your being subject to a decision based solely on automated processing, including profiling,

f) to file a complaint with the competent supervisory authority if you suspect that your data has not been processed in compliance with data protection legislation.",None
1172,"

If you do not provide the data indicated as being necessary, a contract cannot be established.",None
1173,"

Should you wish to exercise any of your rights, please contact us

by contact form: www.deutschepost.de/datenschutz/kontakt.",Right to Complain
1174,"

If you exercise your right to object – especially to the use of your data for advertising purposes – please contact the address given in the relevant “Products and Services” section.",Right to Complain
1175,"

If you have consented to your personal data being used for a certain type of processing, you may withdraw such consent at any time with future effect by notifying us at the address we specified when you gave your consent.",None
1176,You will find this in the details regarding the “Products and Services” for which your consent was obtained.,None
1177,"

Duration of storage

The data will be stored for as long as necessary.",None
1178,"The need therefor follows either from statutory retention periods, for example, as set forth in Section 257 of the German Commercial Code (HGB) or Section 147 of the German Fiscal Code (AO).",None
1179,"In the absence of statutory retention periods, the data is stored for the purpose of fulfilling and settling the given contract and for evidencing proper fulfillment until the expiration of applicable liability periods;",None
1180,it is erased thereafter.,None
1181,"

Group Data Privacy Policy

The DPDHL Data Privacy Policy defines Group-wide standards for data processing, with a specific focus on so-called third-country transfers, meaning the transmission of personal data to countries outside the EU which do not offer an adequate level of data protection.",None
1182,"If you would like to know more about the Group Data Privacy Policy, please use this link: https://www.deutschepost.de/content/dam/dpag/images/F_f/Footer/dpdhl-summary-privacypolicy_2019-10-31.pdf",None
1183,"

Data processing - deutschepost.de

Collection and processing of personal data

When you visit our websites, our web servers temporarily store the following information as standard for the purpose of system security: the connection data of the requesting computer system, which of our websites you visit, the date and length of your visit, the data identifying the type of browser and operating system used, and the website from which you visit us.",None
1184,"Other personal data, such as your name, address, telephone number or e-mail address, is not collected unless you provide this data voluntarily, for example as part of a registration procedure, survey, competition, performance of a contract or request for information.",None
1185,"

Use and forwarding of personal data

We use the personal data provided by you exclusively for the purpose of technical administration of our websites and to fulfill your wishes and requirements, i.e. generally to perform the contract concluded with you or to respond to your inquiry.",None
1186,"
 
We only use such data for product-related surveys and marketing purposes if you have given us your prior consent and if you have not filed an objection, insofar as this is permitted by law.",None
1187,"
 
Your personal data is not disclosed, sold or otherwise transferred to third parties, unless that is necessary for handling the contract or you have given your explicit consent.",None
1188,"It may be necessary, for example, for us to disclose your address and order data to our suppliers when you order products.",None
1189,"

Information from the Group

The companies in the Deutsche Post DHL Group would like to contact you with information about offers and other news relating to our products and services.",None
1190,"If you register with our websites, we will therefore ask you to tell us whether you would like to receive direct promotional messages from us.",None
1191,"As a customer of Deutsche Post, you will naturally continue to receive the necessary information on important changes relating to existing contracts (e.g. price changes).",None
1192,"

Use of web tracking",None
1193,"

We use tracking software on our websites to monitor their frequency of use and the number of users.",None
1194,This software does not collect personal data and IP addresses.,None
1195,"The data is used exclusively in anonymized, summarized form for statistical purposes and for the development of the website.",None
1196,"

Newsletter

If you register for the Deutsche Post newsletter, you declare that you agree to receive quarterly information by e-mail about seasonal products and offers, new services and the latest competitions.",None
1197,"

You can withdraw your consent at any time and unsubscribe from the newsletter by clicking on the unsubscribe link in the e-mail you receive.",None
1198,"

Your data will be used exclusively to send you the Deutsche Post newsletter and never passed on to third parties or used for purposes other than those specified here.",None
1199,"

Use of cookies

Cookies are small files that enable us to store information related specifically to you, the user, on your PC while you visit one of our websites.",None
1200,Cookies help us to determine how frequently our Internet pages are accessed as well as the number of users.,None
1201,They also help us configure our offerings so that they are as convenient and efficient as possible for you.,None
1202,"

On the one hand, we use, “session cookies”, i.e. cookies that are stored exclusively for the duration of your visit to one of our Internet pages.",None
1203,"On the other, we use “persistent cookies” to retain information about visitors who repeatedly access one of our Internet pages.",None
1204,The purpose of using these cookies is to be able to offer you optimal user guidance as well as to “recognize” you and thus be able to present (as far as possible),None
1205,diversified Internet pages and fresh content if you use the pages repeatedly.,None
1206,The content of a persistent cookie is limited to an identification number.,None
1207,"Your name, IP address, etc. are not saved.",None
1208,We do not create an individual profile of your online activities.,None
1209,"

You can also use our offerings without cookies.",None
1210,"In your browser, you can deactivate the saving of cookies, limit them to certain websites or set your browser so that you are notified as soon as a cookie is sent.",None
1211,You can also delete cookies from your PC at any time (“cookies” folder).,None
1212,"However, please note that in this case you will have to expect restricted page presentation and user guidance.",None
1213,"

Purpose and duration of storage

Authentication cookie",None
1214,JESSIONID	This cookie is used to authenticate the session.,None
1215,JESSIONID is a randomly generated value which the server uses to uniquely identify the user,None
1216,Form cookie	PA_JESSIONID	This cookie is used by our FGEN form generator.,None
1217,"When multistage forms are used, the values (data) are cached here.",None
1218,The cookie is deleted when the form is completed and closed.,None
1219,PA_JESSIONID is a randomly generated value which the server uses to uniquely identify the user’s session.,None
1220,"Web tracking cookie
Adobe",None
1221,SiteCatalyst,None
1222,sets and reads this cookie to determine whether cookies have been activated,None
1223,"
This cookie is a session cookie and expires when the browser is closed.",None
1224,SiteCatalyst	,None
1225,	This cookie collects information in anonymous form on the links the user clicks on.,None
1226,"This is done to find out which links are used and which are not used, with the aim of improving the web offering.",None
1227,"
This cookie is a session cookie and expires when the browser is closed.",None
1228,SiteCatalyst	,None
1229,	This cookie is used to recognize a repeat visitor as being one and the same user and to collect information on how our website is used.,None
1230,"
We continually improve our website and provide users with more customized content on the basis of this information.",None
1231,"
The cookie collects the above information in anonymous form (individual visitor ID, time and date stamp).",None
1232,This is a persistent cookie which has a lifetime of 2 years.,None
1233,	icSearchClickDetail,None
1234,This cookie collects information in anonymous,None
1235,form regarding the search result on which the user clicks.,None
1236,This information is used to optimize the internal search function.,None
1237,This cookie is a session cookie and remains active until the user next visits the site.,None
1238,nugg.ad identifies relevant target groups for advertising on the basis of socio-demographic,None
1239,attributes and product interests.,None
1240,"
Only statistical patterns from the use of online advertising and editorial content are processed.",None
1241,"The d cookie, like the dp cookie, is used for target group analysis and contains the number of page hits in various thematic areas.",None
1242,The ci cookie is used to record how often you are shown a particular advertisement.,None
1243,"
These cookies only contain general information about your Internet use and have a lifetime of 26 weeks.",None
1244,"
 	ratingDateCookie	This cookie is used to control the customer satisfaction survey on Deutsche Post websites.",None
1245,It records whether the survey has already taken place and ensures that it does not reappear immediately after participation.,None
1246,Valid for one year.,None
1247,"
 	ratingDateCookie2	This cookie is used to control general customer surveys on Deutsche Post websites.",None
1248,It records whether the survey has already taken place and ensures that it does not reappear immediately after participation.,None
1249,Valid for one year.,None
1250,"
 	feedbackDates	This cookie is used to manage customer satisfaction surveys on Deutsche Post websites.",None
1251,"It records whether a survey has already been taken and ensures that the survey does not 
reappear immediately after participation.",None
1252,Duration: 6 months.,None
1253,"
Analytical cookie	adform",None
1254,Adform is a major online,None
1255,"marketing service provider, which can saves or can read cookies on users’ devices for its own purposes, but also on behalf of other companies.",None
1256,You agree that an Adform,None
1257,cookie may be saved to your device and that this cookie identifier (“cookie ID”),None
1258,may be forwarded to Deutsche Post AG for use within the framework of Concentric Services.,None
1259,"This also includes subsequent transfer of the cookie ID to Adform for use for Adform services, provided that",None
1260,Adform has corresponding consent for the further use of the cookie ID.,None
1261,"Further data protection details, including the possibility of revoking consent, can be found here.",None
1262,Valid for one year.,None
1263,"

Security

Deutsche Post takes all necessary technical and organizational security measures to protect your personal data from being lost or misused.",None
1264,"For instance, your data is saved in a secure operating environment which is not accessible to the public.",None
1265,"In certain cases, your personal data is encrypted by Secure Socket Layer (SSL) technology during transmission.",None
1266,This means that an approved encryption procedure is used for communication between your computer and the Deutsche Post servers if your browser supports SSL.,None
1267,"

Should you wish to contact Deutsche Post by e-mail, we would like to point out that the confidentiality of the information sent cannot be guaranteed.",None
1268,The contents of e-mail messages can be read by third parties.,None
1269,We therefore advise you to send us confidential information solely by post.,None
1270,"

How to manage cookies

It is also possible to use our products and services without cookies.",None
1271,You can normally deactivate the saving of cookies in your browser or limit them to certain websites.,None
1272,The browser can be set to notify you when a cookie is sent.,None
1273,You can also delete cookies from your hard drive at any time (“cookies” folder).,None
1274,"However, in this case you will have to expect restricted page presentation and user guidance.",None
1275,"

For detailed information on cookies, such as how to see which cookies have been set and how to manage and delete them, visit:

All About Cookies

For further EU-specific recommendations on cookies and the various opt-out options, please visit the following website:           

Your Online Choices",None
1276,"

If you wish to switch off general web tracking by Adobe SiteCatalyst (web-tracking cookies), you can find further information on the following website:",None
1277,"

Link for individual cookies",None
1278,"

Adobe Sitecatalist",None
1279,Tracking Opting,None
